X,Y,Z,YAW,PITCH,ANGLE_X,ANGLE_Y,W,A,S,D,SPRINT,SNEAK,JUMP,LMB,RMB,VEL_X,VEL_Y,VEL_Z
-3361.573079544067,74.91999998688698,426.65777021894866,0.0,50.0,0.0,0.0,true,false,false,false,false,true,true,false,false, 0.0, 0.41999998688697815, 0.297187730277642
-3361.573079544067,75.2531999805212,426.8259147390631,0.0,50.0,0.0,0.0,true,false,false,false,false,true,true,false,false, 0.0, 0.33319999363422426, 0.16814452011442427
-3361.573079544067,75.50133597911214,426.98480625731236,0.0,50.0,0.0,0.0,true,false,false,false,false,true,true,false,false, 0.0, 0.24813599859093927, 0.15889151824927694
-3361.573079544067,75.66610926093821,427.1352775436217,0.0,50.0,0.0,0.0,true,false,false,false,false,true,true,false,false, 0.0, 0.1647732818260721, 0.15047128630936868
-3361.573079544067,75.74918707874468,427.2722064181095,0.0,50.0,0.0,0.0,false,false,false,false,false,true,true,false,false, 0.0, 0.08307781780646906, 0.13692887448775082
-3361.573079544067,75.74918707874468,427.39681169748445,0.0,50.0,0.0,0.0,false,false,false,false,false,true,true,false,false, 0.0, 0.0, 0.12460527937497545
-3361.573079544067,75.6707870772188,427.50432250444817,0.0,50.0,0.0,0.0,false,false,true,false,false,true,true,false,false, 0.0, -0.07840000152587834, 0.10751080696371673
-3361.573079544067,75.5155550727022,427.59627734106937,0.0,50.0,0.0,0.0,false,false,true,false,false,true,true,false,false, 0.0, -0.15523200451660557, 0.09195483662119841
-3361.573079544067,75.28502770378924,427.67407624427085,0.0,50.0,0.0,0.0,false,false,true,false,false,true,false,false,false, 0.0, -0.23052736891295922, 0.07779890320148297
-3361.573079544067,74.9807108763317,427.73899324768917,0.0,50.0,0.0,0.0,false,false,true,false,false,true,false,false,false, 0.0, -0.30431682745754074, 0.06491700341831574
-3361.573079544067,74.60408037809304,427.79218772196697,0.0,50.0,0.0,0.0,false,false,true,false,false,true,false,false,false, 0.0, -0.37663049823865435, 0.05319447427780233
-3361.573079544067,74.15658248110962,427.83471469441946,0.0,50.0,0.0,0.0,false,false,true,false,false,true,false,false,false, 0.0, -0.44749789698342113, 0.04252697245249237
-3361.573079544067,73.63963453200465,427.8734142404665,0.0,50.0,0.0,0.0,false,false,false,false,false,false,false,false,false, 0.0, -0.5169479491049742, 0.03869954604704162
-3361.573079544067,73.0546255304959,427.9086308283843,0.0,50.0,0.0,0.0,false,false,false,false,false,false,false,false,false, 0.0, -0.5850090015087517, 0.03521658791777327
-3361.573079544067,72.40291669633328,427.94067792431304,0.0,50.0,0.0,0.0,false,false,false,false,false,false,false,false,false, 0.0, -0.6517088341626192, 0.03204709592876043
-3361.573079544067,71.68584202489768,427.96984078244867,0.0,50.0,0.0,0.0,false,false,false,false,false,false,false,false,true, 0.0, -0.7170746714355971, 0.029162858135634906
-3361.573079544067,70.9047088316878,427.9963789841169,0.0,50.0,0.0,0.0,false,false,false,false,false,false,false,false,false, 0.0, -0.7811331932098824, 0.026538201668245165
-3361.573079544067,70.0607982859173,428.020528748331,0.0,50.0,0.0,0.0,false,false,false,false,false,false,false,false,false, 0.0, -0.8439105457704983, 0.0241497642140871
-3361.573079544067,69.15536593344002,428.0425050343992,0.0,50.0,0.0,0.0,false,false,false,false,false,false,false,false,false, 0.0, -0.9054323524772769, 0.02197628606819535
-3361.573079544067,68.18964220921666,428.0625034552976,0.0,50.0,0.0,0.0,false,false,false,false,false,false,false,false,false, 0.0, -0.9657237242233663, 0.019998420898389213
-3361.573079544067,67.16483293953216,428.0807020188396,0.0,50.0,0.0,0.0,false,false,false,false,false,false,false,false,false, 0.0, -1.0248092696844964, 0.018198563542000556
-3361.573079544067,66.0821198341688,428.0972627121401,0.0,50.0,0.0,0.0,false,false,false,false,false,false,false,false,false, 0.0, -1.0827131053633678, 0.016560693300505136
-3361.573079544067,66.0,428.1123329434779,0.0,50.0,0.0,0.0,false,false,false,false,false,false,false,false,false, 0.0, -0.0821198341687932, 0.015070231337801943
-3362.1,74.5,422.17315,0.0,50.0,0.0,0.0,false,false,false,false,false,false,false,false,false, 0.0, 0.0, 0.0
-3362.1,74.5,422.17315,0.0,50.0,0.0,0.0,false,false,false,false,false,false,false,false,false, 0.0, 0.0, 0.0
-3362.1,74.5,422.17315,0.0,50.0,0.0,0.0,false,false,false,false,false,false,false,false,false, 0.0, 0.0, 0.0
-3362.1,74.5,422.17315,0.0,50.0,0.0,0.0,false,false,false,false,false,false,false,false,false, 0.0, 0.0, 0.0
-3362.1,74.5,422.17315,0.0,50.0,0.0,0.0,false,false,false,false,false,false,false,false,false, 0.0, 0.0, 0.0
-3362.1,74.5,422.17315,0.0,50.0,0.0,0.0,false,false,false,false,false,false,false,false,false, 0.0, 0.0, 0.0
-3362.1,74.5,422.17315,0.0,50.0,0.0,0.0,false,false,false,false,false,false,false,false,false, 0.0, 0.0, 0.0
-3362.1,74.91999998688698,422.0751500100136,0.0,50.0,0.0,0.0,false,false,true,false,false,false,true,false,false, 0.0, 0.41999998688697815, -0.09799998998641968
-3362.1,75.2531999805212,422.00204200903346,0.0,50.0,0.0,0.0,false,false,true,false,false,false,true,false,false, 0.0, 0.33319999363422426, -0.0731080009801417
-3362.1,75.50133597911214,421.91591372599174,0.0,50.0,0.0,0.0,false,false,true,false,false,false,true,false,false, 0.0, 0.24813599859093927, -0.08612828304171671
-3362.1,75.66610926093821,421.81793698593253,0.0,50.0,0.0,0.0,false,false,true,false,false,false,false,false,false, 0.0, 0.1647732818260721, -0.09797674005920953
-3362.1,75.74918707874468,421.70917814967663,0.0,50.0,0.0,0.0,false,false,true,false,false,false,false,false,false, 0.0, 0.08307781780646906, -0.10875883625590177
-3362.1,75.74918707874468,421.590607605599,0.0,50.0,0.0,0.0,false,false,true,false,false,false,false,false,false, 0.0, 0.0, -0.11857054407761325
-3362.1,75.6707870772188,421.46310840714625,0.0,50.0,0.0,0.0,false,false,true,false,false,false,false,false,false, 0.0, -0.07840000152587834, -0.12749919845276736
-3362.099231634196,75.5155550727022,421.3274991999146,2.25,50.0,2.25,0.0,false,false,true,false,false,false,false,false,false, 7.683658041059971E-4, -0.15523200451660557, -0.13560920723165282
-3362.099231634196,75.28502770378924,421.20409481777733,9.150001,51.65,6.90000057220459,1.6500015258789062,false,false,false,false,false,false,false,false,false, 0.0, -0.23052736891295922, -0.12340438213726657
-3362.099231634196,74.9807108763317,421.091796826796,8.850001,52.250004,-0.2999992370605469,0.6000022888183594,false,false,false,false,false,false,false,false,false, 0.0, -0.30431682745754074, -0.11229799098134663
-3362.099231634196,74.60408037809304,420.98960565205783,8.850001,52.250004,0.0,0.0,false,false,false,false,false,false,false,false,false, 0.0, -0.37663049823865435, -0.10219117473815231
-3362.099231634196,74.5,420.89661168036605,8.850001,52.250004,0.0,0.0,false,false,false,false,false,false,false,false,false, 0.0, -0.1040803780930446, -0.09299397169178292
-3362.099231634196,74.5,420.81198716368766,8.850001,52.250004,0.0,0.0,false,false,false,false,false,false,false,false,false, 0.0, 0.0, -0.08462451667838877
-3362.099231634196,74.5,420.7657821722144,8.850001,52.250004,0.0,0.0,false,false,false,false,false,false,false,false,false, 0.0, 0.0, -0.04620499147324608
-3362.099231634196,74.5,420.74055424393975,8.850001,52.250004,0.0,0.0,false,false,false,false,false,false,false,false,false, 0.0, 0.0, -0.025227928274659916
-3362.099231634196,74.5,420.72677979350186,8.850001,52.250004,0.0,0.0,false,false,false,false,false,false,false,false,false, 0.0, 0.0, -0.013774450437892938
-3362.099231634196,74.5,420.7192589426892,8.850001,52.250004,0.0,0.0,false,false,false,false,false,false,false,false,false, 0.0, 0.0, -0.007520850812682056
-3362.099231634196,74.5,420.7192589426892,8.850001,52.250004,0.0,0.0,false,false,false,false,false,false,false,false,false, 0.0, 0.0, 0.0
-3362.099231634196,74.5,420.7192589426892,8.850001,52.250004,0.0,0.0,false,false,false,false,false,false,false,false,false, 0.0, 0.0, 0.0
-3362.099231634196,74.5,420.7192589426892,8.850001,52.250004,0.0,0.0,false,false,false,false,false,false,false,false,false, 0.0, 0.0, 0.0
-3362.099231634196,74.5,420.7192589426892,8.850001,52.250004,0.0,0.0,false,false,false,false,false,false,false,false,false, 0.0, 0.0, 0.0
-3362.099231634196,74.5,420.7192589426892,8.850001,52.250004,0.0,0.0,false,false,false,false,false,false,false,false,false, 0.0, 0.0, 0.0
-3362.099231634196,74.5,420.7192589426892,8.850001,52.250004,0.0,0.0,false,false,false,false,false,false,false,false,false, 0.0, 0.0, 0.0
-3362.099231634196,74.5,420.7192589426892,8.850001,52.250004,0.0,0.0,false,false,false,false,false,false,false,false,false, 0.0, 0.0, 0.0
-3362.099231634196,74.5,420.7192589426892,8.850001,52.250004,0.0,0.0,false,false,false,false,false,false,false,false,false, 0.0, 0.0, 0.0
-3362.099231634196,74.5,420.7192589426892,8.850001,52.250004,0.0,0.0,false,false,false,false,false,false,false,false,false, 0.0, 0.0, 0.0
-3362.099231634196,74.5,420.7192589426892,8.850001,52.250004,0.0,0.0,false,false,false,false,false,false,false,false,false, 0.0, 0.0, 0.0
-3362.099231634196,74.5,420.7192589426892,8.850001,52.250004,0.0,0.0,false,false,false,false,false,false,false,false,false, 0.0, 0.0, 0.0
-3362.099231634196,74.5,420.7192589426892,8.850001,52.250004,0.0,0.0,false,false,false,false,false,false,false,false,false, 0.0, 0.0, 0.0
-3362.099231634196,74.5,420.7192589426892,8.850001,52.250004,0.0,0.0,false,false,false,false,false,false,false,false,false, 0.0, 0.0, 0.0
-3362.099231634196,74.5,420.7192589426892,8.850001,52.250004,0.0,0.0,false,false,false,false,false,false,false,false,false, 0.0, 0.0, 0.0
-3362.099231634196,74.5,420.7192589426892,8.850001,52.250004,0.0,0.0,false,false,false,false,false,false,false,false,false, 0.0, 0.0, 0.0
-3362.099231634196,74.5,420.7192589426892,8.850001,52.250004,0.0,0.0,false,false,false,false,false,false,false,false,false, 0.0, 0.0, 0.0
-3362.099231634196,74.5,420.7192589426892,8.850001,52.250004,0.0,0.0,false,false,false,false,false,false,false,false,false, 0.0, 0.0, 0.0
-3362.099231634196,74.5,420.7192589426892,8.850001,52.250004,0.0,0.0,false,false,false,false,false,false,false,false,false, 0.0, 0.0, 0.0
-3362.099231634196,74.5,420.7192589426892,8.850001,52.250004,0.0,0.0,false,false,false,false,false,false,false,false,false, 0.0, 0.0, 0.0
-3362.099231634196,74.5,420.7192589426892,8.850001,52.250004,0.0,0.0,false,false,false,false,false,false,false,false,false, 0.0, 0.0, 0.0
-3362.099231634196,74.5,420.7192589426892,8.850001,52.250004,0.0,0.0,false,false,false,false,false,false,false,false,false, 0.0, 0.0, 0.0
-3362.099231634196,74.5,420.7192589426892,8.850001,52.250004,0.0,0.0,false,false,false,false,false,false,false,false,false, 0.0, 0.0, 0.0
-3362.099231634196,74.5,420.7192589426892,8.850001,52.250004,0.0,0.0,false,false,false,false,false,false,false,false,false, 0.0, 0.0, 0.0
-3362.099231634196,74.5,420.7192589426892,8.850001,52.250004,0.0,0.0,false,false,false,false,false,false,false,false,false, 0.0, 0.0, 0.0
-3362.099231634196,74.5,420.7192589426892,8.850001,52.250004,0.0,0.0,false,false,false,false,false,false,false,false,false, 0.0, 0.0, 0.0
-3362.099231634196,74.5,420.7192589426892,8.850001,52.250004,0.0,0.0,false,false,false,false,false,false,false,false,false, 0.0, 0.0, 0.0
-3362.099231634196,74.5,420.7192589426892,8.850001,52.250004,0.0,0.0,false,false,false,false,false,false,false,false,false, 0.0, 0.0, 0.0
-3362.099231634196,74.5,420.7192589426892,8.850001,52.250004,0.0,0.0,false,false,false,false,false,false,false,false,false, 0.0, 0.0, 0.0
-3362.099231634196,74.5,420.7192589426892,8.850001,52.250004,0.0,0.0,false,false,false,false,false,false,false,false,false, 0.0, 0.0, 0.0
-3362.099231634196,74.5,420.7192589426892,8.850001,52.250004,0.0,0.0,false,false,false,false,false,false,false,false,false, 0.0, 0.0, 0.0
-3362.099231634196,74.5,420.7192589426892,8.850001,52.250004,0.0,0.0,false,false,false,false,false,false,false,false,false, 0.0, 0.0, 0.0
-3362.099231634196,74.5,420.7192589426892,8.850001,52.250004,0.0,0.0,false,false,false,false,false,false,false,false,false, 0.0, 0.0, 0.0
-3362.099231634196,74.5,420.7192589426892,8.850001,52.250004,0.0,0.0,false,false,false,false,false,false,false,false,false, 0.0, 0.0, 0.0
-3362.099231634196,74.5,420.7192589426892,8.850001,52.250004,0.0,0.0,false,false,false,false,false,false,false,false,false, 0.0, 0.0, 0.0
-3362.099231634196,74.5,420.7192589426892,8.850001,52.250004,0.0,0.0,false,false,false,false,false,false,false,false,false, 0.0, 0.0, 0.0
-3362.099231634196,74.5,420.7192589426892,8.850001,52.250004,0.0,0.0,false,false,false,false,false,false,false,false,false, 0.0, 0.0, 0.0
-3362.099231634196,74.5,420.7192589426892,8.850001,52.250004,0.0,0.0,false,false,false,false,false,false,false,false,false, 0.0, 0.0, 0.0
-3362.099231634196,74.5,420.7192589426892,8.850001,52.250004,0.0,0.0,false,false,false,false,false,false,false,false,false, 0.0, 0.0, 0.0
-3362.099231634196,74.5,420.7192589426892,8.850001,52.250004,0.0,0.0,false,false,false,false,false,false,false,false,false, 0.0, 0.0, 0.0
-3362.099231634196,74.5,420.7192589426892,8.850001,52.250004,0.0,0.0,false,false,false,false,false,false,false,false,false, 0.0, 0.0, 0.0
-3362.099231634196,74.5,420.7192589426892,8.850001,52.250004,0.0,0.0,false,false,false,false,false,false,false,false,false, 0.0, 0.0, 0.0
-3362.099231634196,74.5,420.7192589426892,8.850001,52.250004,0.0,0.0,false,false,false,false,false,false,false,false,false, 0.0, 0.0, 0.0
-3362.099231634196,74.5,420.7192589426892,8.850001,52.250004,0.0,0.0,false,false,false,false,false,false,false,false,false, 0.0, 0.0, 0.0
-3362.099231634196,74.5,420.7192589426892,8.850001,52.250004,0.0,0.0,false,false,false,false,false,false,false,false,false, 0.0, 0.0, 0.0
-3362.099231634196,74.5,420.7192589426892,8.850001,52.250004,0.0,0.0,false,false,false,false,false,false,false,false,false, 0.0, 0.0, 0.0
-3362.099231634196,74.5,420.7192589426892,8.850001,52.250004,0.0,0.0,false,false,false,false,false,false,false,false,false, 0.0, 0.0, 0.0
-3362.099231634196,74.5,420.7192589426892,8.850001,52.250004,0.0,0.0,false,false,false,false,false,false,false,false,false, 0.0, 0.0, 0.0
-3362.099231634196,74.5,420.7192589426892,8.850001,52.250004,0.0,0.0,false,false,false,false,false,false,false,false,false, 0.0, 0.0, 0.0
-3362.099231634196,74.5,420.7192589426892,8.850001,52.250004,0.0,0.0,false,false,false,false,false,false,false,false,false, 0.0, 0.0, 0.0
-3362.099231634196,74.5,420.7192589426892,8.850001,52.250004,0.0,0.0,false,false,false,false,false,false,false,false,false, 0.0, 0.0, 0.0
-3362.099231634196,74.5,420.7192589426892,8.850001,52.250004,0.0,0.0,false,false,false,false,false,false,false,false,false, 0.0, 0.0, 0.0
-3362.099231634196,74.5,420.7192589426892,8.850001,52.250004,0.0,0.0,false,false,false,false,false,false,false,false,false, 0.0, 0.0, 0.0
-3362.099231634196,74.5,420.7192589426892,8.850001,52.250004,0.0,0.0,false,false,false,false,false,false,false,false,false, 0.0, 0.0, 0.0
-3362.099231634196,74.5,420.7192589426892,8.850001,52.250004,0.0,0.0,false,false,false,false,false,false,false,false,false, 0.0, 0.0, 0.0
-3362.099231634196,74.5,420.7192589426892,8.850001,52.250004,0.0,0.0,false,false,false,false,false,false,false,false,false, 0.0, 0.0, 0.0
